,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserSize,device.browserVersion,device.deviceCategory,device.flashVersion,device.isMobile,device.language,device.mobileDeviceBranding,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.mobileDeviceModel,device.mobileInputSelector,device.operatingSystem,device.operatingSystemVersion,device.screenColors,device.screenResolution,geoNetwork.city,geoNetwork.cityId,geoNetwork.continent,geoNetwork.country,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.networkLocation,geoNetwork.region,geoNetwork.subContinent,totals.bounces,totals.hits,totals.newVisits,totals.pageviews,totals.transactionRevenue,totals.visits,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.campaignCode,trafficSource.isTrueDirect,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source
589428,Referral,20161028,3803364184957424266,3803364184957424266_1477705409,Not Socially Engaged,1477705409,3,1477705409,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Los Angeles,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Los Angeles CA,(not set),not available in demo dataset,California,Northern America,,37,,27,588450000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/mail/u/0/,mail.google.com
589446,Direct,20161028,7117790713019441087,7117790713019441087_1477683990,Not Socially Engaged,1477683990,1,1477683990,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Jose,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,45,1,35,639900000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
589466,Direct,20161028,1814166460229302850,1814166460229302850_1477703873,Not Socially Engaged,1477703873,2,1477703873,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,embarqhsd.net,not available in demo dataset,not available in demo dataset,Northern America,,97,,70,1025950000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
589468,Direct,20161028,3444642706013409818,3444642706013409818_1477705714,Not Socially Engaged,1477705714,2,1477705714,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,not available in demo dataset,not available in demo dataset,Northern America,,112,,82,813140000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
593846,Organic Search,20170720,6873140036612855431,6873140036612855431_1500557933,Not Socially Engaged,1500557933,17,1500557933,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,verizon.net,not available in demo dataset,New York,Northern America,,92,,48,595180000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
594782,Referral,20170720,599110551792149234,599110551792149234_1500575356,Not Socially Engaged,1500575356,2,1500575356,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Ann Arbor,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Detroit MI,(not set),not available in demo dataset,Michigan,Northern America,,24,,18,1091300000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
597341,Referral,20161103,4471415710206918415,4471415710206918415_1478235992,Not Socially Engaged,1478235992,29,1478235992,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,comcast.net,not available in demo dataset,California,Northern America,,17,,15,759000000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
597461,Referral,20161103,5889911900700312712,5889911900700312712_1478193659,Not Socially Engaged,1478193659,1,1478193659,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,103,1,70,1173790000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
603808,Referral,20170413,2967664827442283571,2967664827442283571_1492089129,Not Socially Engaged,1492089129,1,1492089129,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,Atlanta,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Atlanta GA,(not set),not available in demo dataset,Georgia,Northern America,,11,1,11,579200000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
603909,Referral,20170413,3685754350536487265,3685754350536487265_1492110104,Not Socially Engaged,1492110104,3,1492110104,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,17,,16,1256850000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
